curso_codigo;sie_codigo;especialidad_desc;sector_desc;familia_desc;area_desc;especialidad_desc_1;curso_desc;duracion_formacion;duracion_practicas;especialidad_de_certificado;modalidad;dirigido_a;censo;centro_desc;centro_direccion;centro_cp;centro_telefono;centro_email;centro_municipio
4014-2;;IMSV023PO;10-INFORMACION Y COMUNICACIONES;IMAGEN Y SONIDO;PRODUCCIÓN AUDIOVISUAL;MARKETING ON LINE: DISEÑO Y PROMOCIÓN DE SITIOS WEB;DISTRIBUCIÓN DE VIDEO EN LA RED;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-42;;COML019PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;LOGÍSTICA COMERCIAL Y GESTIÓN DEL TRANSPORTE;FUNDAMENTOS DEL PLAN DE MARKETING EN INTERNET;ORGANIZACIÓN DEL ALMACÉN;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4014-4;;IFCD019PO;10-INFORMACION Y COMUNICACIONES;INFORMÁTICA Y COMUNICACIONES;DESARROLLO;GESTIÓN DE LA PUBLICIDAD Y LA COMUNICACIÓN CORPORATIVA;DISEÑO TÉCNICO Y FUNCIONAL DE SOFTWARE;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-41;;COML011PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;LOGÍSTICA COMERCIAL Y GESTIÓN DEL TRANSPORTE;ATENCIÓN AL CLIENTE Y CALIDAD DEL SERVICIO;GESTIÓN Y CONTROL DE COMPRAS Y STOCK EN ALMACEN;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4014-6;;IFCT004PO;10-INFORMACION Y COMUNICACIONES;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;ANÁLISIS DE COSTES PARA LA TOMA DE DECISIONES;ACCESIBILIDAD WEB;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4014-7;;IFCT106PO;10-INFORMACION Y COMUNICACIONES;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;PRESTO: PRESUPUESTOS, MEDICIONES Y CERTIFICACIONES (VERSIÓN 8.91);PROTECCIÓN DE EQUIPOS EN LA RED;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4014-8;;IFCT144PO;10-INFORMACION Y COMUNICACIONES;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;OFIMÁTICA: APLICACIONES INFORMÁTICAS DE GESTIÓN;GESTIÓN DE PROYECTOS CON OPENPROJECT;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4014-9;;IFCT148PO;10-INFORMACION Y COMUNICACIONES;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;OFIMÁTICA;POSICIONAMIENTO ESTRATÉGICO;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4014-10;;IMSV019PO;10-INFORMACION Y COMUNICACIONES;IMAGEN Y SONIDO;PRODUCCIÓN AUDIOVISUAL;OFFICE: WORD, EXCEL, ACCESS Y POWER POINT;LA REVOLUCIÓN DIGITAL EN EL PROCESO DE EXHIBICIÓN CINEMATOGRÁFICA:RETOS Y OPORTUNIDADES;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4083-29;;COMM018PO;INTERSECTORIAL GENERAL;COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;NOMINAPLUS;DIRECCIÓN ESTRATÉGICA Y MARKETING EN GESTIÓN DE PROYECTOS;0;0;NO;Presencial;Ocupados;B49260680;GRUPO INSEM DESARROLLO DEL CONOCIMIENTO SOCIEDAD LIMITADA;CALLE Hernán Cortés, 13   ;28004;915510601;ccabezas@grupoinsem.com;MADRID
4014-3;;IFCD002PO;10-INFORMACION Y COMUNICACIONES;INFORMÁTICA Y COMUNICACIONES;DESARROLLO;INTERNET Y FUNDAMENTOS DE DISEÑO DE PAGINAS WEB;ANÁLISIS EN CÓDIGO BDD Y TDD;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-34;;COMT104PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;SELECCIÓN DE PERSONAL ON-LINE;BLOG PARA LA COMUNICACIÓN EN NEGOCIOS;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-129;;IFCD010PO;INTERSECTORIAL GENERAL;INFORMÁTICA Y COMUNICACIONES;DESARROLLO;PLANIFICACIÓN Y GESTIÓN DEL TIEMPO;INICIACIÓN A LA CREACIÓN DE PÁGINAS WEB;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-28;;COMT023PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;PRESTACIONES SOCIALES. INTRODUCCIÓN;COMUNICACIÓN TELEFÓNICA Y ATENCIÓN AL CLIENTE EN TELEMARKETING;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-29;;COMT042PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;PREVISIÓN Y PLANIFICACIÓN DE PLANTILLAS;GESTIÓN DE COMPRAS Y  PROVEDORES;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-30;;COMT083PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;PROYECTOS. CONCEPTOS Y HERRAMIENTAS DE LA GESTIÓN  DE PROYECTOS;MERCHANDISING Y VENTA EN PANADERÍAS;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-31;;COMT089PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;PROYECTOS: FUNDAMENTOS DE CONTROL DE RIESGOS;TÉCNICAS DE VENTA EN CARNICERIA-CHARCUTERIA;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-43;;COMM001PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;GESTIÓN DOCUMENTAL Y ARCHIVOS;ANALÍTICA WEB PARA MEDIR RESULTADOS DE MARKETING;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-33;;COMT091PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;SALARIO Y CONTRATACIÓN;TÉCNICAS DE VENTA EN PESCADERÍA;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-26;;COMM089PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;FACTURAPLUS: FACTURACIÓN EN LA EMPRESA;PLANIFICACIÓN COMERCIAL BÁSICA;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-35;;COMM070PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;SELECCIÓN DE PERSONAL: MODELO DE GESTIÓN POR COMPETENCIAS;PRINCIPIOS DEL PLAN DE COMUNICACIÓN Y MARKETING 2.0;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-36;;COMM086PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;FUNDAMENTOS DE LAS TÉCNICAS DE RECLUTAMIENTO Y SELECCIÓN;HERRAMIENTAS DE LA GESTIÓN COMERCIAL Y MARKETING;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-37;;COMM101PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;TRABAJO EN EQUIPO;INBOUD MARKETING;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-38;;COMM108PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;TRATAMIENTO Y GESTIÓN DE QUEJAS Y RECLAMACIONES;PLAN MARKETING DIGITAL;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-39;;COMT070PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;ACCESS. NIVEL AVANZADO;PROGRAMACIÓN NEUROLINGÜISTICA PARA LA NEGOCIACIÓN COMERCIAL;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-40;;INAF011PO;07-COMERCIO (SALVO AUTOMOCIÓN);INDUSTRIAS ALIMENTARIAS;PANADERÍA, PASTELERÍA, CONFITERÍA Y MOLINERÍA;MARKETING, DISTRIBUCIÓN COMERCIAL Y FUERZA DE VENTAS;MASAS CONGELADAS Y PANES PRECOCIDOS;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-32;;COMT090PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;RESOLUCIÓN DE CONFLICTOS CON CLIENTES;TÉCNICAS DE VENTA EN FRUTERÍA;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-91;;ADGD005PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;ESTRATEGIAS DE PLANIFICACIÓN Y MARKETING CORPORATIVO;ADJUNTO A LA DIRECCIÓN;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-98;;ELES001PO;INTERSECTORIAL GENERAL;ELECTRICIDAD Y ELECTRÓNICA;INSTALACIONES DE TELECOMUNICACIÓN;CLIMA LABORAL;PROTOCOLO KNX PARA DOMÓTICA;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-85;;ADGD186PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;GESTIÓN DEL MARKETING Y COMUNIDADES VIRTUALES;NEGOCIACIÓN CON PROVEEDORES;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-86;;ADGD266PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;MARKETING-MIX BÁSICO  EN INTERNET Y GESTIÓN ONLINE DE CLIENTES;TRÁMITES ON LINE CON LA SEGURIDAD SOCIAL;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-87;;ADGG024PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;REDES SOCIALES Y MARKETING 2.0;FACTURAPLUS: FACTURACIÓN EN LA EMPRESA;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-88;;COMM017PO;INTERSECTORIAL GENERAL;COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;FACTURACIÓN ELECTRÓNICA;PLAN DE MARKETING Y ORGANIZACIÓN DE VENTAS;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-83;;ADGD135PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;GESTIÓN DE CONTENIDOS DIGITALES;GESTIÓN DEL TIEMPO;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-90;;ADGD185PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;PLAN DE INTERNACIONALIZACIÓN DE NEGOCIOS;NEGOCIACIÓN COLECTIVA;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-82;;ADGD091PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;LEY DE PROTECCIÓN DE DATOS DE CARÁCTER PERSONAL: PROTOCOLOS DE ACTUACIÓN Y TRABAJO;ENTIDADES CON PERSONALIDAD JURÍDICA. MODALIDADES DE ASOCIACIÓN;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-92;;ADGD036PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;GOOGLE Y SUS APLICACIONES;EL CONFLICTO: MÉTODOS DE RESOLUCIÓN Y NEGOCIACIÓN EFICAZ;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-93;;ADGD051PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;TÉCNICAS DE RELAJACIÓN PARA LA ATENCIÓN TELEFÓNICA;FUNDAMENTOS DEL CONTROL Y MEJORA DE LA CALIDAD;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-94;;ADGG048PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;FORMACIÓN DE FORMADORES;METODOLOGÍAS DE TRABAJO:ITIL, PMI Y CMMI;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-95;;ADGG079PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;GESTIÓN DE LA FORMACIÓN DE DEMANDA EN LAS EMPRESAS;TRADOS, PROGRAMA DE TRADUCCIÓN;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-96;;ADGG084PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;COMMUNITY MANAGER, HERRAMIENTAS, ANALÍTICA E INFORMES;WORD. NIVEL AVANZADO;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-131;;IFCD075PO;INTERSECTORIAL GENERAL;INFORMÁTICA Y COMUNICACIONES;DESARROLLO;HERRAMIENTAS WEB 2.0;HTML5 PARA DESARROLLADORES GIS;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-89;;EOCO102PO;INTERSECTORIAL GENERAL;EDIFICACIÓN Y OBRA CIVIL;PROYECTOS Y SEGUIMIENTO DE OBRAS;PROGRAMACIÓN EN VISUAL C++;PIX4D MAPPER PRO APLICADO A LA TOPOGRAFÍA, ORTOIMAGEN Y AGRICULTURA DE PRECISIÓN;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-75;;ADGD199PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;INTERNET SEGURO;ÓRGANOS SOCIALES EN EL COOPERATIVISMO;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-68;;ADGG022PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;ELABORACIÓN DE CONTENIDOS MULTIMEDIA SCORM PARA E-LEARNING;FACTURA DIGITAL;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-69;;ADGG026PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;DISEÑO DE PÁGINAS WEB 2011;FUNDAMENTOS TECNOLOGÍAS INFORMACIÓN Y COMUNICACIÓN;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-70;;ADGG028PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;COMUNICACIÓN DIGITAL Y NETWORKING EN INTERNET;GESTIÓN DEL RIESGO EMPRESARIAL: SAP;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-71;;ADGG039PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;CLOUD COMPUTING (AZURE, LINUX);INTERNET Y FUNDAMENTOS DE DISEÑO DE PAGINAS WEB;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-72;;ADGG040PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;AUTOCAD 3D;INTERNET, REDES SOCIALES  Y DISPOSITIVOS DIGITALES;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-84;;ADGD178PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;ANÁLISIS DE PELIGROS Y PUNTOS CRÍTICOS DE CONTROL;MEDIACIÓN Y RESOLUCIÓN DE CONFLICTOS;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-74;;ADGG063PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;NEGOCIOS ONLINE Y COMERCIO ELECTRÓNICO;POWER POINT. PRESENTACIONES GRÁFICAS.;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-99;;EOCE003PO;INTERSECTORIAL GENERAL;EDIFICACIÓN Y OBRA CIVIL;ESTRUCTURAS;PLANIFICACIÓN DE MARKETING;CÁLCULO DE ESTRUCTURAS Y ELEMENTOS ESTRUCTURALES CON CYPE;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-76;;ADGG013PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;PLANIFICACIÓN DEL MARKETING DE SERVICIOS;CORRESPONDENCIA COMERCIAL.;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-77;;IFCT059PO;INTERSECTORIAL GENERAL;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;MARKETING BÁSICO EN MEDIOS SOCIALES;INTRODUCCIÓN A C++. C AVANZADO.;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-78;;IFCT051PO;INTERSECTORIAL GENERAL;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;FUNDAMENTOS DEL MARKETING MIX APLICADO;FUNDAMENTOS GESTIÓN DE SERVICIOS CON ITIL;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-79;;IFCT058PO;INTERSECTORIAL GENERAL;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;MARKETING RELACIONAL;INTRODUCCIÓN A AJAX;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-80;;IFCT102PO;INTERSECTORIAL GENERAL;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;HTML 5 Y CSS 3;SERVIDOR MICROSOFT LYNC 2010;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-81;;ADGD032PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;SOCIAL MEDIA MARKETING Y GESIÓN DE LA REPUTACIÓN ON LINE;FUNDAMENTOS DEL COACHING Y ORIENTACIÓN;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-73;;ADGG042PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;SEGURIDAD INFORMÁTICA Y FIRMA DIGITAL;LA TECNOLOGÍA DE LA INFORMACIÓN APLICADA A LA EMPRESA.;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-123;;EOCO097PO;INTERSECTORIAL GENERAL;EDIFICACIÓN Y OBRA CIVIL;PROYECTOS Y SEGUIMIENTO DE OBRAS;VENTA ONLINE;DESARROLLO DE PLUGINS CON PYTHON EN QGIS;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-97;;COMM091PO;INTERSECTORIAL GENERAL;COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;SEGURIDAD DE LA INFORMACIÓN;SOCIAL MEDIA MARKETING Y GESIÓN DE LA REPUTACIÓN ON LINE;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-117;;ADGD113PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;DESARROLLO DE APLICACIONES WEB CON ASP.NET;GESTIÓN CONTABLE DE UNA EMPRESA: CONTAPLUS;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
